Android application is debugging.
02-10 21:27:59.965 I/art     (26521): Late-enabling -Xcheck:jni
02-10 21:28:04.420 D/Mono    (26521): Assembly Xamarin.GooglePlayServices.Maps[0xb7c0d940] added to domain RootDomain, ref_count=1
02-10 21:28:04.423 D/Mono    (26521): AOT: image '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Maps.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Xamarin.GooglePlayServices.Maps.dll.so" not found
02-10 21:28:04.424 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Xamarin.GooglePlayServices.Maps.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Xamarin.GooglePlayServices.Maps.dll.so" not found
02-10 21:28:04.425 D/Mono    (26521): Assembly Loader loaded assembly from location: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Maps.dll'.
02-10 21:28:04.425 D/Mono    (26521): Config attempting to parse: '/storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Maps.dll.config'.
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.Design.dll [External]02-10 21:28:04.426 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Xamarin.GooglePlayServices.Maps/Xamarin.GooglePlayServices.Maps.config'.

02-10 21:28:04.426 W/monodroid-gc(26521): GREF GC Threshold: 46080
02-10 21:28:04.436 D/Mono    (26521): Image addref Mono.Android[0xb7c0e6a0] -> Mono.Android.dll[0xb7c0da28]: 2
02-10 21:28:04.440 D/Mono    (26521): Prepared to set up assembly 'Mono.Android' (Mono.Android.dll)Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.Fragment.dll [External]

02-10 21:28:04.440 D/Mono    (26521): Assembly Mono.Android[0xb7c0e6a0] added to domain RootDomain, ref_count=1
02-10 21:28:04.441 D/Mono    (26521): AOT: image 'Mono.Android.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Mono.Android.dll.so" not foundLoaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.Media.Compat.dll [External]

02-10 21:28:04.442 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Mono.Android.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Mono.Android.dll.so" not found
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.Transition.dll [External]02-10 21:28:04.442 D/Mono    (26521): Config attempting to parse: 'Mono.Android.dll.config'.

02-10 21:28:04.442 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Mono.Android/Mono.Android.config'.
02-10 21:28:04.531 D/Mono    (26521): Assembly Ref addref Mono.Android[0xb7c0e6a0] -> mscorlib[0xb7b82a18]: 2
02-10 21:28:04.543 D/Mono    (26521): Image addref Java.Interop[0xb7c2ebb8] -> Java.Interop.dll[0xb7c2dee8]: 2
02-10 21:28:04.544 D/Mono    (26521): Prepared to set up assembly 'Java.Interop' (Java.Interop.dll)
02-10 21:28:04.545 D/Mono    (26521): Assembly Java.Interop[0xb7c2ebb8] added to domain RootDomain, ref_count=1
02-10 21:28:04.550 D/Mono    (26521): AOT: image 'Java.Interop.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Java.Interop.dll.so" not found
02-10 21:28:04.556 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/Java.Interop.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-Java.Interop.dll.so" not found
02-10 21:28:04.556 D/Mono    (26521): Config attempting to parse: 'Java.Interop.dll.config'.
02-10 21:28:04.556 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/Java.Interop/Java.Interop.config'.
02-10 21:28:04.556 D/Mono    (26521): Assembly Ref addref Mono.Android[0xb7c0e6a0] -> Java.Interop[0xb7c2ebb8]: 2
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v4.dll [External]
02-10 21:28:04.571 D/Mono    (26521): Image addref System.Runtime[0xb7c2fb18] -> System.Runtime.dll[0xb7c2ee48]: 2
02-10 21:28:04.571 D/Mono    (26521): Prepared to set up assembly 'System.Runtime' (System.Runtime.dll)
02-10 21:28:04.571 D/Mono    (26521): Assembly System.Runtime[0xb7c2fb18] added to domain RootDomain, ref_count=1
02-10 21:28:04.574 D/Mono    (26521): AOT: image 'System.Runtime.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Runtime.dll.so" not found
02-10 21:28:04.575 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Runtime.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Runtime.dll.so" not found
02-10 21:28:04.575 D/Mono    (26521): Config attempting to parse: 'System.Runtime.dll.config'.
02-10 21:28:04.575 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Runtime/System.Runtime.config'.
02-10 21:28:04.575 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Runtime[0xb7c2fb18]: 2
02-10 21:28:04.576 D/Mono    (26521): Assembly Ref addref System.Runtime[0xb7c2fb18] -> mscorlib[0xb7b82a18]: 3
02-10 21:28:04.610 W/monodroid(26521): Calling into managed runtime init
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v7.AppCompat.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v7.CardView.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v7.MediaRouter.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v7.Palette.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.v7.RecyclerView.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Android.Support.Vector.Drawable.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.Core.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.GoogleMaps.Android.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.GoogleMaps.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.Platform.Android.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.Platform.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.Forms.Xaml.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Basement.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Tasks.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Base.dll [External]
Loaded assembly: /storage/sdcard0/Android/data/com.companyname.Bakkiefy/files/.__override__/Xamarin.GooglePlayServices.Maps.dll [External]
Loaded assembly: Mono.Android.dll [External]
Loaded assembly: Java.Interop.dll [External]
Loaded assembly: System.Runtime.dll [External]
Loaded assembly: System.Collections.Concurrent.dll [External]
Loaded assembly: System.Threading.dll [External]
Loaded assembly: System.Runtime.InteropServices.dll [External]
Loaded assembly: System.Reflection.dll [External]
Loaded assembly: System.Collections.dll [External]
02-10 21:28:06.472 D/Mono    (26521): Image addref System.Collections.Concurrent[0xb7c44680] -> System.Collections.Concurrent.dll[0xb7c4d2d0]: 2
02-10 21:28:06.472 D/Mono    (26521): Prepared to set up assembly 'System.Collections.Concurrent' (System.Collections.Concurrent.dll)
02-10 21:28:06.472 D/Mono    (26521): Assembly System.Collections.Concurrent[0xb7c44680] added to domain RootDomain, ref_count=1
02-10 21:28:06.475 D/Mono    (26521): AOT: image 'System.Collections.Concurrent.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Collections.Concurrent.dll.so" not found
02-10 21:28:06.479 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Collections.Concurrent.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Collections.Concurrent.dll.so" not found
02-10 21:28:06.479 D/Mono    (26521): Config attempting to parse: 'System.Collections.Concurrent.dll.config'.
02-10 21:28:06.481 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Collections.Concurrent/System.Collections.Concurrent.config'.
02-10 21:28:06.481 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Collections.Concurrent[0xb7c44680]: 2
02-10 21:28:06.481 D/Mono    (26521): Assembly Ref addref System.Collections.Concurrent[0xb7c44680] -> mscorlib[0xb7b82a18]: 4
02-10 21:28:06.855 D/Mono    (26521): Image addref System.Threading[0xb7c6d990] -> System.Threading.dll[0xb7c6fae8]: 2
02-10 21:28:06.855 D/Mono    (26521): Prepared to set up assembly 'System.Threading' (System.Threading.dll)
02-10 21:28:06.855 D/Mono    (26521): Assembly System.Threading[0xb7c6d990] added to domain RootDomain, ref_count=1
02-10 21:28:06.858 D/Mono    (26521): AOT: image 'System.Threading.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Threading.dll.so" not found
02-10 21:28:06.864 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Threading.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Threading.dll.so" not found
02-10 21:28:06.865 D/Mono    (26521): Config attempting to parse: 'System.Threading.dll.config'.
02-10 21:28:06.865 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Threading/System.Threading.config'.
02-10 21:28:06.865 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Threading[0xb7c6d990]: 2
02-10 21:28:06.865 D/Mono    (26521): Assembly Ref addref System.Threading[0xb7c6d990] -> mscorlib[0xb7b82a18]: 5
02-10 21:28:06.976 D/Mono    (26521): Image addref System.Runtime.InteropServices[0xb7c5c998] -> System.Runtime.InteropServices.dll[0xb7c78ba8]: 2
02-10 21:28:06.976 D/Mono    (26521): Prepared to set up assembly 'System.Runtime.InteropServices' (System.Runtime.InteropServices.dll)
02-10 21:28:06.977 D/Mono    (26521): Assembly System.Runtime.InteropServices[0xb7c5c998] added to domain RootDomain, ref_count=1
02-10 21:28:06.983 D/Mono    (26521): AOT: image 'System.Runtime.InteropServices.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Runtime.InteropServices.dll.so" not found
02-10 21:28:06.991 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Runtime.InteropServices.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Runtime.InteropServices.dll.so" not found
02-10 21:28:06.991 D/Mono    (26521): Config attempting to parse: 'System.Runtime.InteropServices.dll.config'.
02-10 21:28:06.992 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Runtime.InteropServices/System.Runtime.InteropServices.config'.
02-10 21:28:06.993 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Runtime.InteropServices[0xb7c5c998]: 2
02-10 21:28:06.994 D/Mono    (26521): Assembly Ref addref System.Runtime.InteropServices[0xb7c5c998] -> mscorlib[0xb7b82a18]: 6
02-10 21:28:07.225 D/Mono    (26521): DllImport attempting to load: '__Internal'.
02-10 21:28:07.226 D/Mono    (26521): DllImport loaded library '(null)'.
02-10 21:28:07.226 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:07.226 D/Mono    (26521): Searching for 'java_interop_jnienv_get_java_vm'.
02-10 21:28:07.226 D/Mono    (26521): Probing 'java_interop_jnienv_get_java_vm'.
02-10 21:28:07.226 D/Mono    (26521): Found as 'java_interop_jnienv_get_java_vm'.
02-10 21:28:07.571 D/Mono    (26521): DllImport attempting to load: '__Internal'.
02-10 21:28:07.571 D/Mono    (26521): DllImport loaded library '(null)'.
02-10 21:28:07.571 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:07.571 D/Mono    (26521): Searching for '_monodroid_gref_log_new'.
02-10 21:28:07.571 D/Mono    (26521): Probing '_monodroid_gref_log_new'.
02-10 21:28:07.571 D/Mono    (26521): Found as '_monodroid_gref_log_new'.
02-10 21:28:07.593 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:07.593 D/Mono    (26521): Searching for 'java_interop_jnienv_new_global_ref'.
02-10 21:28:07.593 D/Mono    (26521): Probing 'java_interop_jnienv_new_global_ref'.
02-10 21:28:07.593 D/Mono    (26521): Found as 'java_interop_jnienv_new_global_ref'.
02-10 21:28:07.605 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:07.605 D/Mono    (26521): Searching for '_monodroid_gref_get'.
02-10 21:28:07.605 D/Mono    (26521): Probing '_monodroid_gref_get'.
02-10 21:28:07.605 D/Mono    (26521): Found as '_monodroid_gref_get'.
02-10 21:28:07.851 D/Mono    (26521): Image addref System.Reflection[0xb7cbc800] -> System.Reflection.dll[0xb7cbbff8]: 2
02-10 21:28:07.852 D/Mono    (26521): Prepared to set up assembly 'System.Reflection' (System.Reflection.dll)
02-10 21:28:07.852 D/Mono    (26521): Assembly System.Reflection[0xb7cbc800] added to domain RootDomain, ref_count=1
02-10 21:28:07.853 D/Mono    (26521): AOT: image 'System.Reflection.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Reflection.dll.so" not found
02-10 21:28:07.854 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Reflection.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Reflection.dll.so" not found
02-10 21:28:07.854 D/Mono    (26521): Config attempting to parse: 'System.Reflection.dll.config'.
02-10 21:28:07.854 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Reflection/System.Reflection.config'.
02-10 21:28:07.855 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Reflection[0xb7cbc800]: 2
02-10 21:28:07.855 D/Mono    (26521): Assembly Ref addref System.Reflection[0xb7cbc800] -> mscorlib[0xb7b82a18]: 7
02-10 21:28:07.888 D/Mono    (26521): Image addref System.Collections[0xb7cb8890] -> System.Collections.dll[0xb7cb7d10]: 2
02-10 21:28:07.888 D/Mono    (26521): Prepared to set up assembly 'System.Collections' (System.Collections.dll)
02-10 21:28:07.888 D/Mono    (26521): Assembly System.Collections[0xb7cb8890] added to domain RootDomain, ref_count=1
02-10 21:28:07.890 D/Mono    (26521): AOT: image 'System.Collections.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Collections.dll.so" not found
02-10 21:28:07.891 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Collections.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Collections.dll.so" not found
02-10 21:28:07.891 D/Mono    (26521): Config attempting to parse: 'System.Collections.dll.config'.
02-10 21:28:07.891 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Collections/System.Collections.config'.
02-10 21:28:07.891 D/Mono    (26521): Assembly Ref addref Java.Interop[0xb7c2ebb8] -> System.Collections[0xb7cb8890]: 2
02-10 21:28:07.892 D/Mono    (26521): Assembly Ref addref System.Collections[0xb7cb8890] -> mscorlib[0xb7b82a18]: 8
02-10 21:28:08.126 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.126 D/Mono    (26521): Searching for 'java_interop_jnienv_find_class'.
02-10 21:28:08.126 D/Mono    (26521): Probing 'java_interop_jnienv_find_class'.
02-10 21:28:08.126 D/Mono    (26521): Found as 'java_interop_jnienv_find_class'.
02-10 21:28:08.127 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.127 D/Mono    (26521): Searching for 'java_interop_jnienv_exception_clear'.
02-10 21:28:08.127 D/Mono    (26521): Probing 'java_interop_jnienv_exception_clear'.
02-10 21:28:08.127 D/Mono    (26521): Found as 'java_interop_jnienv_exception_clear'.
02-10 21:28:08.132 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.132 D/Mono    (26521): Searching for 'java_interop_jnienv_call_object_method_a'.
02-10 21:28:08.132 D/Mono    (26521): Probing 'java_interop_jnienv_call_object_method_a'.
02-10 21:28:08.132 D/Mono    (26521): Found as 'java_interop_jnienv_call_object_method_a'.
02-10 21:28:08.133 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.133 D/Mono    (26521): Searching for 'java_interop_jnienv_delete_local_ref'.
02-10 21:28:08.133 D/Mono    (26521): Probing 'java_interop_jnienv_delete_local_ref'.
02-10 21:28:08.133 D/Mono    (26521): Found as 'java_interop_jnienv_delete_local_ref'.
02-10 21:28:08.182 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.182 D/Mono    (26521): Searching for '_monodroid_lref_log_new'.
02-10 21:28:08.182 D/Mono    (26521): Probing '_monodroid_lref_log_new'.
02-10 21:28:08.182 D/Mono    (26521): Found as '_monodroid_lref_log_new'.
02-10 21:28:08.210 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
02-10 21:28:08.210 D/Mono    (26521): Searching for '_monodroid_lref_log_delete'.
02-10 21:28:08.210 D/Mono    (26521): Probing '_monodroid_lref_log_delete'.
02-10 21:28:08.210 D/Mono    (26521): Found as '_monodroid_lref_log_delete'.
02-10 21:28:08.227 D/Mono    (26521): DllImport searching in: '__Internal' ('(null)').
